userID,artistIDs
986.0,1180 978 779 2940 503
987.0,289 701 306 302 55
989.0,81 1400 207 65 199
990.0,154 6210 2139 8864 2542
991.0,706 868 959 735 707
993.0,4086 12487 10890 11613 16438
994.0,93 12668 1715 12727 12728
995.0,292 302 67 291 325
996.0,12131 12132 12133 12136 12139
997.0,440 418 199 227 65
998.0,466 461 292 325 291
999.0,163 89 707 300 333
1001.0,288 300 292 461 344
1002.0,292 289 67 257 300
1003.0,288 295 13266 292 72
1004.0,15581 15582 15583 15584 15585
1005.0,267 1959 1640 1963 10552
1006.0,89 1761 295 288 292
1007.0,3585 3583 2453 2457 2437
1008.0,6159 6151 9342 15362 15753
1009.0,498 377 333 65 89
1010.0,100 1001 1891 1027 1886
1011.0,333 540 486 412 1672
1012.0,154 229 207 227 209
1014.0,295 289 292 89 300
1015.0,154 440 199 65 433
1016.0,154 199 618 418 225
1017.0,461 291 302 55 306
1018.0,2966 812 824 835 13726
1019.0,207 65 498 173 220
1020.0,300 89 289 464 288
1021.0,959 533 234 599 424
1022.0,466 289 288 292 461
1023.0,300 461 55 291 299
1024.0,1044 488 517 1672 7
1025.0,707 735 1369 562 2347
1026.0,707 918 917 300 289
1027.0,288 300 349 299 55
1028.0,333 229 65 289 173
1029.0,51 511 1013 441 190
1030.0,8932 3043 3032 10569 14827
1032.0,583 8123 8114 8126 8808
1033.0,55 299 257 333 461
1034.0,89 289 295 461 701
1035.0,5924 5931 5933 8675 9151
1036.0,11230 11231 11233 163 9633
1037.0,2894 8805 581 8114 12059
1038.0,993 51 1014 1895 1019
1039.0,89 300 289 377 295
1040.0,537 488 540 1044 2959
