userID,artistIDs
927.0,190 497 1180 198 1672
928.0,2673 7493 778 11209 10518
929.0,378 89 190 1104 955
930.0,292 344 464 325 302
931.0,917 1369 1372 1364 954
932.0,72 75 175 4880 51
933.0,229 190 65 173 217
934.0,1412 424 234 436 533
935.0,32 1321 1296 1304 44
936.0,2668 7468 2688 13650 2676
938.0,333 288 300 292 701
939.0,500 830 488 377 808
940.0,9629 229 207 715 65
941.0,300 466 289 288 461
942.0,289 292 300 466 67
943.0,154 190 65 234 228
946.0,693 1043 209 1866 1035
948.0,11896 418 632 5782 6421
949.0,2204 1196 5126 5969 1180
950.0,1369 1358 707 706 928
951.0,32 4874 1320 1321 2
952.0,163 207 154 190 424
953.0,333 229 292 67 424
954.0,72 1014 51 3988 4318
955.0,4919 17275 17276 17277 17278
957.0,6632 6618 6623 6624 6625
958.0,300 289 89 461 466
959.0,187 993 1713 193 997
960.0,1398 88 190 67 306
961.0,222 3714 1389 3258 622
962.0,4784 4675 5301 5298 5300
963.0,295 292 288 300 701
964.0,333 1246 65 1048 289
965.0,466 333 310 543 301
966.0,349 461 299 257 291
967.0,1185 3742 1672 2850 412
968.0,154 3700 418 757 2538
969.0,89 288 302 295 701
971.0,540 190 300 89 1045
972.0,418 227 10931 5566 10925
975.0,289 89 300 292 295
976.0,1803 1808 706 4460 732
977.0,533 234 163 65 159
978.0,370 943 3940 163 1110
979.0,706 1412 234 918 1369
980.0,5329 5328 5330 5331 5333
981.0,4262 6773 6769 3714 6772
982.0,288 300 289 295 292
984.0,288 292 461 333 55
985.0,289 701 466 306 257
