userID,artistIDs
1896.0,418 190 225 65 207
1897.0,917 234 1249 220 227
1898.0,288 292 295 306 349
1899.0,67 300 55 333 65
1900.0,998 1886 193 1001 187
1902.0,2095 2094 2097 5083 2115
1903.0,300 302 466 306 349
1904.0,9535 9536 9537 9538 9541
1905.0,154 620 227 424 851
1906.0,288 466 292 295 461
1907.0,603 4865 1819 1822 1823
1908.0,295 300 466 299 257
1909.0,288 292 333 466 701
1910.0,289 288 292 300 295
1911.0,225 228 533 190 425
1912.0,5679 10871 10872 10874 10875
1914.0,735 11885 212 7056 1412
1915.0,292 289 15468 15469 288
1917.0,300 295 466 333 701
1918.0,227 190 229 207 498
1919.0,1048 533 190 154 1512
1920.0,289 1246 466 288 461
1921.0,333 300 461 466 289
1922.0,227 229 1090 533 424
1923.0,227 917 163 1412 198
1924.0,333 300 289 466 461
1925.0,1853 4168 2621 1180 2214
1926.0,72 81 1098 154 173
1928.0,2302 2303 2306 2310 2311
1929.0,227 1412 51 159 707
1930.0,2093 5110 7002 12795 12796
1931.0,227 154 190 207 744
1933.0,227 735 159 1412 154
1934.0,2088 2111 5081 1919 3490
1935.0,209 830 493 536 497
1936.0,424 1048 8710 1090 229
1937.0,300 333 89 289 466
1938.0,434 8012 154 11812 227
1939.0,10929 1124 17958 17959 2647
1941.0,11061 11470 14587 14588 14589
1942.0,51 187 1713 997 993
1944.0,707 843 503 841 1358
1946.0,67 289 89 701 333
1947.0,154 173 229 65 207
1948.0,333 289 288 466 461
1949.0,190 1400 225 425 65
1950.0,227 229 65 207 72
1951.0,4212 4213 227 207 424
1952.0,227 533 229 190 65
1954.0,89 292 289 306 67
