userID,artistIDs
1839.0,706 1412 917 918 1360
1840.0,12194 89 288 15527 17490
1841.0,9 1303 1295 2 7454
1842.0,918 1104 498 517 706
1844.0,227 190 55 292 72
1845.0,163 72 159 868 511
1846.0,333 289 190 163 498
1847.0,13087 14279 15880 15882 15883
1848.0,14348 14349 14351 14354 14358
1850.0,292 300 349 701 299
1851.0,300 295 701 349 306
1852.0,2067 6250 2054 2045 727
1853.0,154 199 207 418 622
1854.0,1909 9289 9551 9553 9554
1855.0,207 1090 424 154 228
1856.0,288 295 89 300 349
1857.0,4203 4212 4213 4186 4190
1858.0,1360 707 706 2342 954
1859.0,154 2639 227 159 199
1860.0,1372 954 922 2343 732
1861.0,9448 9450 10673 5299 9440
1862.0,424 1090 1515 229 1400
1863.0,461 302 306 318 528
1864.0,2864 2894 728 8808 8805
1865.0,3556 19 41 17 6548
1866.0,1001 72 187 99 997
1867.0,4194 5636 3442 12096 5639
1868.0,1372 917 918 1412 1360
1869.0,292 55 288 89 349
1871.0,300 89 466 461 701
1872.0,1043 412 464 1040 1180
1873.0,300 67 701 466 349
1874.0,603 1945 1946 616 2605
1875.0,227 190 229 618 425
1877.0,190 154 227 229 424
1879.0,234 163 706 917 982
1880.0,466 292 461 295 701
1881.0,67 89 295 1001 292
1882.0,5328 5330 5331 5333 5336
1883.0,3280 227 429 8680 59
1885.0,632 1418 1747 6756 1736
1887.0,3420 13933 13934 13936 13937
1888.0,154 220 190 207 163
1889.0,706 959 1358 707 917
1890.0,12538 12774 12777 514 1044
1891.0,772 778 2146 2695 4865
1892.0,190 498 207 228 89
1893.0,1 2 3 4 5
1894.0,289 466 701 306 299
1895.0,288 466 333 461 291
