userID,artistIDs
702.0,300 701 257 461 302
703.0,701 291 257 344 325
704.0,288 289 306 461 292
705.0,288 289 295 333 466
706.0,227 1249 1104 173 854
707.0,730 300 289 291 288
708.0,10674 10673 1223 3523 2493
709.0,732 2343 1360 707 1808
710.0,227 599 173 203 424
711.0,918 732 1358 952 1372
712.0,229 207 1090 154 225
713.0,466 306 461 333 291
714.0,59 1001 1014 599 1013
715.0,918 706 1360 1412 2343
716.0,1180 1185 500 1188 808
717.0,289 306 679 352 523
718.0,425 229 81 418 227
719.0,1369 1360 1412 2347 707
720.0,1372 918 868 2347 2343
721.0,3258 622 615 154 227
722.0,302 291 349 679 523
723.0,302 306 257 291 325
725.0,1130 9149 9143 15338 15037
726.0,2102 5089 2099 2116 2086
727.0,3146 5850 9833 9836 9843
728.0,154 227 190 441 429
729.0,8405 18518 18519 18520 18521
730.0,295 466 701 302 306
731.0,918 198 843 706 1412
732.0,288 466 302 306 349
733.0,300 289 461 288 291
734.0,227 1418 65 199 207
735.0,1369 1358 841 163 176
736.0,89 289 300 466 306
737.0,190 163 220 707 207
738.0,1372 841 724 732 2347
739.0,11268 13584 13585 13586 13589
741.0,89 230 300 540 378
742.0,288 300 292 295 289
743.0,289 288 300 1904 292
744.0,292 333 498 295 461
745.0,6564 6565 6566 6568 6311
746.0,811 500 806 834 1854
747.0,1188 2621 1180 2210 1195
749.0,701 302 299 686 318
750.0,227 233 190 418 173
751.0,300 89 289 288 466
752.0,779 1195 813 3043 2850
753.0,706 176 1249 2343 1808
754.0,163 154 1412 212 868
