userID,artistIDs
1617.0,163 735 212 159 562
1618.0,14508 14509 3015 7344 9302
1619.0,707 517 1044 190 503
1620.0,1418 162 154 761 780
1621.0,4117 12312 12313 5197 3100
1622.0,3296 13575 17478 159 59
1623.0,920 707 917 163 3940
1624.0,440 418 703 2139 3693
1625.0,18038 13563 18028 18029 18030
1626.0,227 706 868 959 707
1627.0,562 1358 1639 212 2855
1628.0,300 295 349 67 257
1629.0,12738 93 4131 6060 12736
1630.0,154 227 226 190 65
1632.0,295 292 701 302 299
1633.0,306 257 333 291 461
1635.0,154 229 207 1090 173
1636.0,89 292 306 701 302
1637.0,227 207 424 217 229
1638.0,6151 11625 6179 6160 621
1639.0,1412 706 1369 917 868
1640.0,707 843 928 2343 724
1641.0,10336 72 59 227 10333
1642.0,59 51 1001 173 993
1643.0,193 72 1014 997 99
1644.0,227 1412 917 735 707
1646.0,55 67 302 333 701
1647.0,466 295 291 302 306
1648.0,89 300 701 349 302
1649.0,333 461 306 67 344
1650.0,154 429 857 163 599
1652.0,288 300 333 466 701
1653.0,59 51 154 227 1713
1654.0,154 434 440 629 4079
1655.0,2006 163 917 1113 1412
1656.0,154 207 424 190 229
1657.0,603 154 744 772 227
1658.0,300 89 289 288 461
1659.0,288 289 466 306 333
1660.0,706 707 917 227 1372
1661.0,89 289 466 288 461
1662.0,288 295 331 89 292
1663.0,295 302 299 310 523
1664.0,333 461 466 89 289
1665.0,377 498 966 486 2843
1666.0,289 300 295 302 344
1667.0,1786 3870 525 4047 67
1669.0,190 198 163 154 173
1670.0,6248 6254 6255 3946 497
1671.0,917 918 1412 2343 724
