userID,artistIDs
1212.0,190 207 424 228 173
1213.0,13182 13192 16608 16609 16610
1214.0,198 917 14871 14872 14873
1215.0,289 292 89 288 302
1216.0,6769 6773 377 1866 507
1217.0,217 615 426 65 154
1219.0,65 89 288 295 55
1220.0,89 288 289 300 295
1221.0,4197 4194 4184 4212 4213
1222.0,288 89 300 55 701
1223.0,959 511 154 159 868
1224.0,580 8111 2896 2873 8120
1225.0,51 1072 59 154 1001
1226.0,67 349 701 257 300
1228.0,706 1369 854 152 917
1229.0,289 67 292 306 701
1230.0,16127 13956 16122 16124 16125
1231.0,227 707 1369 562 1639
1232.0,51 997 1001 187 1013
1233.0,292 295 300 349 306
1234.0,67 289 300 295 55
1235.0,227 190 12727 12728 12729
1236.0,707 234 1119 226 982
1237.0,229 424 190 1090 65
1238.0,154 207 533 424 868
1239.0,190 207 65 234 229
1240.0,162 2542 7379 429 3805
1242.0,707 917 706 163 918
1243.0,614 227 226 707 190
1244.0,154 72 1089 533 511
1245.0,537 1180 536 377 687
1246.0,288 89 1001 300 51
1247.0,295 67 306 299 344
1248.0,288 295 289 89 294
1249.0,868 706 599 959 707
1253.0,461 302 67 291 344
1254.0,2312 2006 17981 920 1131
1255.0,154 289 288 65 227
1256.0,227 72 190 51 154
1258.0,159 599 3431 59 72
1259.0,377 540 190 1246 378
1261.0,227 190 65 173 207
1262.0,12261 9837 9838 12229 12230
1263.0,466 333 306 302 55
1264.0,868 1249 707 154 511
1265.0,227 190 65 429 424
1266.0,1 2 3 4 5
1267.0,707 230 220 198 1513
1270.0,706 1412 234 707 951
1271.0,163 1412 599 154 868
