userID,artistIDs
105.0,4865 2161 756 2673 11128
106.0,2682 2687 2689 2692 2694
107.0,1358 1369 706 1412 1249
108.0,4290 3 1276 8323 8324
109.0,706 1369 1249 1372 2346
110.0,466 461 701 67 302
111.0,154 190 227 424 72
113.0,918 706 1358 843 1412
114.0,707 1249 917 1358 234
115.0,11885 8111 11923 7056 11918
116.0,6900 6901 1636 278 6887
117.0,193 1013 993 72 1019
118.0,1044 500 1180 1854 497
119.0,917 1113 957 3788 937
120.0,289 89 466 302 325
121.0,681 333 466 289 344
122.0,227 574 565 582 554
123.0,207 154 1400 1398 432
124.0,159 51 59 1001 599
125.0,163 154 735 533 190
126.0,302 701 461 291 306
127.0,707 706 917 1180 500
128.0,187 599 154 159 65
129.0,701 302 291 349 306
130.0,466 302 349 306 291
131.0,3146 5850 9833 9836 9843
132.0,288 292 466 67 291
133.0,289 55 299 344 318
134.0,289 295 300 461 349
135.0,295 701 333 461 302
136.0,289 300 466 461 525
137.0,89 67 288 295 292
139.0,377 209 488 830 198
140.0,227 229 1090 228 1400
141.0,159 193 59 187 1001
142.0,72 1083 998 1001 993
143.0,163 67 735 89 72
144.0,349 257 461 302 291
145.0,288 289 295 461 679
146.0,289 306 299 55 679
147.0,300 89 466 461 306
148.0,154 16667 12761 12762 12763
149.0,333 289 288 466 292
150.0,292 300 67 466 461
151.0,300 333 89 289 288
152.0,289 288 292 679 295
153.0,65 72 506 227 152
154.0,1180 498 377 488 1044
155.0,10794 15513 15514 15515 15516
156.0,424 227 1090 229 228
