userID,artistIDs
214.0,306 299 333 257 291
215.0,227 1412 163 234 154
216.0,59 1072 159 173 51
217.0,2642 3508 2636 5299 4790
218.0,159 1713 154 599 190
219.0,498 209 378 89 540
220.0,190 424 533 229 65
223.0,89 466 701 257 318
224.0,1001 1014 100 999 1892
225.0,805 846 815 918 843
226.0,299 55 257 318 352
227.0,306 257 325 318 310
228.0,227 8109 154 626 2424
229.0,300 333 292 461 466
230.0,295 257 325 679 523
231.0,333 302 55 291 257
232.0,89 300 701 302 291
233.0,295 701 333 349 291
234.0,1959 6901 3357 1963 14226
235.0,841 928 843 923 188
236.0,289 466 306 67 349
237.0,1090 533 229 65 228
238.0,11874 11877 11878 15845 16230
240.0,333 461 349 679 291
241.0,188 917 918 854 163
242.0,55 461 333 301 325
243.0,289 300 701 302 306
244.0,295 292 289 302 701
247.0,15974 15976 15977 15978 15980
248.0,289 302 67 679 291
249.0,498 1185 687 1672 540
250.0,163 227 2475 154 1110
251.0,227 533 154 1412 234
252.0,288 701 291 344 306
253.0,300 292 89 466 461
254.0,7335 7336 7337 7339 6553
255.0,2146 2671 744 2147 2152
256.0,461 299 679 325 543
257.0,1314 1331 1300 4871 1315
258.0,292 67 291 55 257
259.0,1786 4173 5111 5112 5116
260.0,295 288 289 55 300
261.0,779 2210 2214 498 2850
262.0,3265 3268 3274 154 159
263.0,1001 72 1013 75 993
264.0,190 159 59 511 1713
265.0,813 823 1672 1974 808
266.0,154 227 207 228 424
267.0,461 333 295 302 679
268.0,4460 732 9460 2785 918
