userID,artistIDs
1388.0,292 295 302 701 679
1389.0,424 173 228 225 199
1390.0,229 190 228 65 225
1393.0,10 1312 9 17 1299
1394.0,288 333 701 461 55
1395.0,1964 1950 1963 622 618
1396.0,2343 954 2342 928 959
1397.0,2787 1372 732 1358 1369
1398.0,385 498 209 540 486
1399.0,300 306 344 291 257
1401.0,89 292 289 300 701
1402.0,706 959 735 154 599
1403.0,89 288 498 292 295
1404.0,622 416 618 222 217
1405.0,154 217 1633 615 227
1406.0,227 199 207 418 424
1407.0,533 207 173 969 429
1408.0,288 292 89 295 300
1410.0,300 291 292 325 681
1411.0,227 190 418 229 533
1413.0,292 349 257 679 325
1414.0,154 227 207 424 225
1416.0,154 190 228 65 709
1418.0,300 289 288 461 295
1419.0,190 498 89 300 333
1420.0,227 424 229 439 65
1421.0,154 615 2284 4440 4441
1422.0,229 207 227 154 209
1423.0,292 701 333 306 349
1424.0,207 533 228 173 1090
1425.0,689 89 55 300 4704
1426.0,5382 5388 4722 14084 16274
1427.0,59 993 1713 193 998
1428.0,227 1412 163 1513 1545
1429.0,333 67 55 257 318
1430.0,190 207 533 424 217
1431.0,288 292 300 295 310
1432.0,8142 8143 8145 8146 8147
1433.0,89 288 295 300 292
1434.0,292 295 466 461 333
1435.0,349 701 300 333 466
1437.0,292 333 701 302 67
1438.0,207 533 190 65 163
1439.0,65 226 234 424 163
1440.0,288 295 292 300 89
1441.0,228 227 190 65 1390
1442.0,816 779 830 846 834
1443.0,707 1369 735 2343 2346
1444.0,209 1043 230 1180 300
1445.0,3324 374 5083 2097 3490
