userID,artistIDs
1099.0,51 1072 1001 599 511
1100.0,1119 2491 7081 559 4395
1101.0,748 2146 2669 1222 4865
1102.0,67 292 289 295 300
1103.0,1072 159 190 154 65
1104.0,288 55 257 300 349
1106.0,333 344 257 306 349
1107.0,816 497 1044 377 810
1108.0,772 2669 2671 2146 744
1109.0,292 300 466 55 257
1110.0,188 917 152 841 1339
1111.0,1853 2621 4774 2850 2618
1112.0,418 3616 2577 2588 2589
1113.0,89 300 701 466 322
1114.0,65 228 173 89 1090
1115.0,187 1014 75 193 1001
1116.0,273 11065 11068 11072 11075
1118.0,65 207 227 486 234
1119.0,333 300 89 466 461
1120.0,349 300 466 306 291
1121.0,17095 17096 17097 17098 17099
1122.0,292 291 701 295 498
1123.0,6729 8403 10845 10846 2285
1124.0,333 302 306 55 291
1125.0,4873 6871 3513 18734 18735
1126.0,1044 918 1249 1180 234
1128.0,289 295 701 679 306
1130.0,207 424 227 533 159
1131.0,466 325 292 344 701
1132.0,302 299 257 344 310
1133.0,229 533 65 228 439
1134.0,89 288 289 498 466
1135.0,302 349 291 257 328
1136.0,292 295 701 302 67
1137.0,89 300 701 302 466
1138.0,1412 190 436 159 707
1139.0,289 300 466 461 302
1140.0,440 227 3693 2424 863
1143.0,288 295 292 300 67
1144.0,2842 8805 581 8808 2896
1145.0,295 681 701 318 306
1146.0,89 333 288 377 292
1147.0,707 2961 978 917 930
1148.0,51 997 159 227 993
1149.0,159 154 190 1001 187
1150.0,3585 2445 3590 2453 3598
1151.0,8724 7754 12034 4177 8732
1152.0,11232 8656 429 203 11231
1153.0,154 207 1412 163 424
1154.0,63 11193 9356 9357 9353
