userID,artistIDs
1672.0,159 59 599 1713 51
1674.0,89 498 1090 154 227
1675.0,466 300 288 289 325
1676.0,190 1412 163 173 1981
1677.0,517 4099 498 1195 333
1678.0,288 333 291 55 498
1679.0,50 487 173 3244 9638
1680.0,14646 13498 6951 6952 6960
1682.0,89 288 461 292 344
1683.0,424 65 190 498 533
1684.0,459 479 67 292 333
1685.0,154 229 65 72 228
1686.0,333 289 288 466 292
1687.0,289 349 67 55 299
1688.0,154 1098 229 190 425
1689.0,616 418 440 1965 10192
1690.0,89 295 701 302 306
1691.0,1400 65 229 190 1405
1692.0,89 300 292 295 333
1693.0,289 466 461 302 291
1694.0,2930 1636 6900 2916 1959
1695.0,229 225 65 1515 1400
1696.0,706 1369 868 562 735
1697.0,3130 3135 3137 3139 3140
1699.0,300 466 292 461 701
1700.0,227 625 11655 11682 418
1701.0,3258 6769 217 16758 1105
1702.0,706 735 1358 959 917
1703.0,2843 498 978 503 493
1704.0,289 288 292 67 349
1705.0,154 229 533 190 1048
1706.0,16698 16699 10569 14827 14828
1707.0,163 533 562 190 424
1708.0,199 424 207 225 1090
1709.0,1412 868 599 959 212
1710.0,22 6659 6963 6964 6965
1711.0,851 227 203 59 154
1712.0,706 227 856 220 154
1715.0,300 292 67 295 298
1717.0,461 701 302 349 325
1718.0,288 292 289 67 55
1719.0,16442 16443 16444 2118 9002
1720.0,441 154 5101 5104 5107
1721.0,5392 5368 5370 5371 5372
1722.0,289 292 349 257 333
1723.0,11268 13584 13585 13586 13589
1724.0,190 154 1090 159 533
1725.0,292 295 67 55 306
1726.0,333 291 679 318 325
1727.0,154 424 228 533 227
