userID,artistIDs
53.0,292 295 461 333 291
54.0,300 89 295 466 461
55.0,276 1959 1948 2930 617
56.0,227 154 229 533 1090
57.0,816 1853 2617 687 209
58.0,466 295 701 679 306
59.0,190 198 154 1118 173
60.0,418 632 6756 9342 15362
61.0,154 5745 261 424 207
62.0,159 59 1001 511 599
63.0,1369 1249 1360 1372 2343
64.0,4348 4919 3313 10145 10142
65.0,1854 499 500 493 486
66.0,2936 999 98 193 187
68.0,302 55 461 333 291
69.0,1950 5883 2921 10552 10556
70.0,227 234 424 154 226
71.0,928 942 1358 841 1342
72.0,288 295 701 349 461
73.0,1014 72 187 59 993
74.0,6250 9364 9365 9367 9368
75.0,461 291 349 325 257
76.0,5089 3324 379 10244 2097
77.0,1090 1048 1400 227 533
78.0,772 4865 616 744 2668
79.0,300 67 701 333 302
80.0,4948 2586 809 839 814
81.0,6626 6622 6621 6629 267
82.0,3693 199 217 418 615
83.0,12452 13503 10250 10252 10253
84.0,1372 2787 3470 841 1366
85.0,707 234 154 1131 198
86.0,816 850 503 810 832
87.0,289 89 701 299 55
88.0,6687 618 615 211 217
89.0,288 466 292 461 291
90.0,3585 3588 3598 3583 3593
91.0,10164 3537 6649 10160 10166
92.0,5798 13179 10849 13180 8786
94.0,429 207 1090 190 225
95.0,289 325 352 318 544
96.0,89 292 55 300 157
97.0,8467 6759 12197 12199 12200
98.0,461 302 291 299 257
99.0,154 59 51 187 1001
100.0,533 190 424 207 1090
101.0,706 917 1044 198 918
102.0,154 163 599 735 1412
103.0,59 51 187 1072 173
104.0,1672 333 300 707 706
