userID,artistIDs
1955.0,418 6204 190 207 227
1956.0,1014 193 72 75 998
1957.0,498 89 300 333 288
1958.0,13084 13086 6852 612 154
1959.0,295 461 701 67 291
1961.0,292 300 295 461 466
1962.0,154 429 72 757 207
1963.0,333 701 306 344 325
1964.0,207 229 154 227 190
1965.0,300 257 299 701 466
1966.0,498 227 207 228 377
1968.0,918 917 1372 732 2343
1969.0,2930 2915 2931 2904 2910
1971.0,9794 4933 4935 4939 4940
1972.0,772 2174 2671 2668 744
1973.0,295 466 349 306 461
1974.0,227 190 154 207 65
1975.0,603 744 1965 616 1945
1976.0,8436 8445 8450 6948 8431
1977.0,632 199 173 225 229
1978.0,724 928 959 163 1366
1979.0,701 466 302 349 299
1980.0,154 229 228 207 424
1981.0,7121 7125 7127 1851 7124
1982.0,154 190 227 3729 159
1983.0,292 289 89 349 461
1984.0,5110 7002 12795 12796 12797
1986.0,1369 1249 1372 1527 922
1987.0,227 154 511 429 1412
1988.0,295 302 67 325 679
1989.0,1907 4976 5614 15663 15666
1990.0,1640 10555 1946 10552 2931
1991.0,154 3134 3138 3149 3163
1992.0,227 199 618 225 622
1993.0,703 154 217 1400 207
1994.0,227 154 1090 424 65
1995.0,154 65 190 748 227
1996.0,15102 2226 278 267 6288
1997.0,1412 154 533 959 706
1998.0,159 228 72 1090 1375
1999.0,190 154 207 229 234
2000.0,295 89 306 300 292
2001.0,918 917 841 846 1360
2003.0,2671 2669 2161 2146 744
2004.0,229 65 207 227 228
2005.0,13956 16122 16124 16125 16126
2006.0,2669 616 2677 1222 2670
2007.0,917 1412 706 15216 15217
2008.0,190 533 1048 228 154
2009.0,89 298 300 67 55
