userID,artistIDs
1558.0,481 333 289 89 461
1559.0,461 466 344 288 289
1560.0,461 302 333 349 55
1562.0,227 706 190 1412 707
1563.0,288 292 295 89 300
1564.0,89 333 318 310 544
1565.0,154 227 533 65 173
1566.0,154 228 65 173 1515
1567.0,289 300 89 288 466
1568.0,333 701 67 302 349
1570.0,89 288 289 292 295
1572.0,295 89 466 306 318
1573.0,190 154 228 1048 65
1574.0,227 190 424 229 533
1575.0,163 868 212 554 1415
1576.0,340 67 288 292 55
1577.0,292 701 466 333 302
1578.0,300 55 302 461 257
1579.0,424 154 190 229 1090
1580.0,292 295 333 701 67
1581.0,229 154 207 65 227
1582.0,3616 412 4207 217 540
1583.0,227 207 1090 424 533
1584.0,498 230 89 537 289
1585.0,998 1001 997 187 59
1586.0,843 724 1412 1249 2343
1587.0,65 190 173 227 72
1588.0,3593 2436 2457 2442 2437
1589.0,815 813 1044 4004 198
1590.0,300 67 302 333 461
1591.0,288 466 302 701 349
1592.0,1412 227 2346 198 918
1593.0,89 300 349 67 701
1594.0,154 163 533 1412 599
1595.0,51 154 190 441 173
1596.0,1412 707 917 2343 1358
1597.0,190 65 533 959 207
1599.0,5128 5131 5132 5139 5141
1600.0,89 299 306 461 291
1601.0,3454 3437 3446 3450 866
1604.0,1300 3188 1295 3184 9
1605.0,89 292 461 67 302
1606.0,67 302 299 318 686
1607.0,89 295 302 67 291
1608.0,289 466 298 306 701
1611.0,1713 59 1072 51 159
1613.0,1854 377 493 500 497
1614.0,486 498 300 288 333
1615.0,190 154 533 1412 207
1616.0,89 300 299 291 306
