userID,artistIDs
376.0,918 928 1360 706 954
377.0,707 928 1358 1369 957
378.0,67 295 288 89 292
380.0,300 67 701 461 55
382.0,267 2226 2930 6626 278
383.0,89 300 207 228 533
385.0,288 295 701 349 67
386.0,706 1249 917 1412 1369
387.0,295 292 289 67 89
388.0,498 1339 486 89 707
390.0,333 349 55 299 291
391.0,779 500 209 1672 537
392.0,300 288 295 466 461
393.0,163 154 1412 533 599
394.0,10806 10999 11000 11001 11002
395.0,707 1527 923 1358 1044
396.0,1713 59 1001 1072 187
397.0,1072 59 159 187 173
398.0,190 207 424 65 1090
399.0,89 333 349 299 325
400.0,461 344 686 679 349
401.0,209 1672 227 333 540
402.0,1360 176 724 220 1415
403.0,295 333 701 302 306
404.0,498 209 540 1672 190
405.0,292 55 701 306 302
406.0,152 1134 1412 917 3417
407.0,154 56 53 1400 1408
408.0,424 154 229 1090 190
409.0,300 288 289 295 466
410.0,1183 498 470 6610 10919
411.0,288 306 289 300 466
412.0,289 288 333 466 701
413.0,300 289 89 67 333
414.0,300 89 291 299 344
415.0,89 295 461 302 349
416.0,2470 22 6659 6963 6964
417.0,67 701 466 306 291
418.0,622 222 195 154 199
419.0,292 300 466 701 306
420.0,67 157 258 288 292
421.0,466 325 679 318 344
423.0,1014 998 997 59 877
424.0,918 1369 928 922 706
425.0,302 344 679 67 498
426.0,444 744 154 1717 4232
427.0,11548 6463 4262 11412 1197
428.0,1001 193 187 99 1013
430.0,1001 187 997 1013 1014
431.0,234 706 1090 1412 163
