userID,artistIDs
2.0,238 1001 51 81 154
3.0,1736 1719 1722 1724 1733
4.0,51 1713 1001 154 59
5.0,65 424 229 199 1090
6.0,9904 11062 11064 11066 11071
7.0,466 701 349 461 55
8.0,295 466 701 67 333
9.0,1904 5575 2088 1918 2092
10.0,154 207 227 1090 229
11.0,300 466 333 67 701
12.0,89 289 209 291 292
13.0,288 289 306 701 302
14.0,8805 7056 2894 8126 8123
15.0,227 418 163 199 441
16.0,288 292 289 295 89
17.0,333 295 302 291 306
18.0,1412 1249 959 234 154
20.0,3510 6149 6152 6153 6154
21.0,466 55 333 349 291
22.0,2379 1541 779 1540 1861
23.0,59 154 441 51 429
24.0,289 292 55 701 466
25.0,300 55 299 257 291
26.0,1358 1369 706 843 1339
27.0,89 289 295 292 288
28.0,51 2936 187 1891 68
29.0,498 295 344 306 701
30.0,300 89 466 292 302
31.0,1713 51 187 1014 173
32.0,229 72 65 207 203
33.0,163 154 227 920 707
34.0,154 159 429 225 190
35.0,5298 5300 5295 4780 227
36.0,1853 498 687 1541 486
37.0,2026 2486 2030 1534 2481
38.0,154 207 289 424 182
39.0,1521 12 2761 28 2765
40.0,44 1323 4874 1303 49
41.0,841 707 1527 942 2838
42.0,190 207 533 227 424
43.0,72 2605 1983 173 418
44.0,959 154 1372 1249 212
45.0,686 349 679 67 257
46.0,295 67 55 257 318
47.0,292 89 295 67 306
48.0,292 349 299 306 302
49.0,300 295 292 466 67
50.0,190 154 203 173 1400
51.0,843 706 949 1372 2342
52.0,779 823 805 813 1557
