userID,artistIDs
651.0,292 300 466 349 299
652.0,17234 17235 17237 17238 8930
654.0,154 152 227 188 1131
655.0,295 292 289 89 67
656.0,1001 193 187 1014 997
657.0,4226 4239 1788 3827 4173
658.0,59 159 1001 190 997
659.0,295 89 300 701 466
660.0,4769 4572 4765 7131 7132
661.0,2307 8429 8425 2312 6961
662.0,300 498 289 461 89
663.0,2099 10244 3485 16034 17481
664.0,199 217 615 227 629
665.0,51 187 599 441 1014
666.0,1083 59 599 51 429
667.0,289 55 299 679 310
668.0,227 234 4828 1412 3382
669.0,300 466 292 295 701
670.0,190 424 89 154 1400
671.0,289 288 466 292 461
672.0,779 500 498 1853 209
673.0,8732 4177 7252 498 377
674.0,300 295 466 701 67
675.0,701 302 461 333 291
676.0,1412 1372 163 1249 227
677.0,841 1358 4265 918 1276
678.0,234 163 230 176 498
679.0,288 701 333 302 349
680.0,289 333 295 344 349
681.0,190 498 377 207 540
682.0,289 292 701 291 302
683.0,998 999 1891 193 1019
684.0,89 306 55 679 344
685.0,707 163 1369 1249 190
686.0,72 154 229 65 187
687.0,3433 3448 3449 9469 3437
688.0,300 229 289 154 533
689.0,288 302 291 349 325
690.0,299 349 679 318 325
691.0,466 67 461 55 306
692.0,959 163 735 599 733
693.0,89 300 289 154 288
694.0,1083 159 1014 997 599
695.0,10192 10193 10195 10198 10199
696.0,163 1369 707 2343 917
697.0,603 772 756 616 2146
698.0,295 89 300 55 701
699.0,59 599 1001 163 1412
700.0,288 292 701 302 67
701.0,292 701 67 461 333
