userID,artistIDs
2010.0,1090 1048 1400 234 217
2011.0,6347 6349 6352 6354 6355
2013.0,228 225 1400 425 716
2014.0,99 1014 1019 98 1892
2015.0,812 920 918 2969 957
2016.0,14254 12085 8230 2317 8454
2017.0,207 229 432 154 425
2018.0,295 89 466 701 349
2019.0,14186 14187 14188 14189 14190
2020.0,289 292 466 67 298
2021.0,292 466 701 67 349
2022.0,378 288 344 679 4177
2023.0,466 295 701 302 325
2024.0,159 227 59 441 207
2025.0,1014 187 599 193 227
2027.0,288 89 295 291 701
2028.0,2669 2671 616 748 2174
2029.0,207 190 154 424 229
2030.0,2300 1418 13498 6961 238
2031.0,288 701 461 306 302
2032.0,190 1400 207 229 225
2033.0,288 67 461 701 679
2034.0,207 424 65 199 425
2035.0,2139 3691 227 10108 440
2036.0,154 159 163 72 533
2037.0,289 89 300 55 349
2038.0,288 333 67 344 291
2039.0,89 288 289 295 292
2040.0,288 333 466 292 295
2041.0,230 486 540 536 1043
2042.0,917 227 1249 220 918
2043.0,1858 11413 1378 6771 11988
2044.0,440 416 81 858 196
2045.0,8933 15837 15838 15839 15840
2046.0,707 72 487 190 978
2047.0,154 59 159 81 1713
2048.0,8842 8845 8846 8849 8851
2051.0,227 72 429 441 173
2052.0,1412 706 607 1369 868
2053.0,930 918 707 957 726
2054.0,466 701 291 302 306
2055.0,1300 1298 59 67 3558
2056.0,5459 4343 7103 18440 4319
2057.0,498 65 190 89 540
2058.0,292 289 295 701 466
2059.0,701 333 55 257 299
2060.0,503 4612 841 11814 188
2061.0,292 300 466 701 299
2062.0,154 228 207 533 182
2064.0,300 209 378 89 230
