userID,artistIDs
2065.0,292 295 302 306 291
2066.0,50 9638 9639 9640 9641
2067.0,15055 17473 17475 17476 805
2068.0,289 288 292 295 67
2069.0,498 377 333 300 229
2070.0,333 300 209 89 289
2071.0,787 795 802 8409 1431
2072.0,300 292 461 466 295
2075.0,187 89 173 1072 1014
2076.0,289 288 292 466 461
2077.0,227 2343 917 176 1372
2078.0,227 190 154 207 65
2079.0,333 292 291 295 679
2080.0,51 159 1001 187 173
2081.0,154 207 227 424 65
2083.0,51 599 187 511 163
2084.0,1515 1400 439 432 969
2086.0,207 190 424 1090 229
2087.0,349 257 325 352 310
2088.0,292 289 257 67 701
2090.0,866 1412 159 163 72
2091.0,16698 16699 16498 14840 5184
2092.0,1090 229 154 533 190
2093.0,1412 1369 163 562 227
2094.0,288 333 5267 292 302
2095.0,8450 2307 8429 8424 8426
2096.0,227 424 226 159 207
2097.0,227 190 229 173 1090
2099.0,10561 603 1969 5868 10551
2100.0,8322 8328 8329 1254 8319
