userID,artistIDs
756.0,424 533 225 173 159
757.0,67 349 333 55 299
758.0,154 229 207 228 89
759.0,300 289 190 288 466
760.0,917 707 1654 5630 1672
761.0,993 998 193 1001 1013
762.0,59 51 1001 173 599
763.0,1672 497 209 1180 198
764.0,227 154 163 225 199
765.0,433 1964 429 629 424
767.0,51 59 159 187 1001
768.0,300 288 89 292 344
769.0,154 229 65 424 228
770.0,466 299 349 55 257
771.0,1613 475 2179 2930 2915
772.0,2342 1360 706 707 732
773.0,1412 190 735 533 599
776.0,198 707 808 230 1672
777.0,89 295 289 292 72
778.0,295 461 333 306 294
779.0,5559 11505 18599 18600 18601
780.0,72 1014 51 67 187
781.0,466 461 67 55 325
782.0,2146 616 772 4865 2669
784.0,618 615 222 416 3693
785.0,67 4868 1464 15742 15743
786.0,5017 5022 5023 5024 5025
787.0,498 1180 228 1184 209
788.0,959 706 72 599 163
789.0,1613 2226 288 2247 330
790.0,466 295 333 302 67
791.0,190 154 1090 227 207
792.0,498 537 816 687 497
793.0,701 306 302 299 333
794.0,163 1412 154 190 424
795.0,306 302 299 291 679
797.0,461 288 291 681 686
798.0,2379 812 824 843 943
799.0,15637 599 72 2938 997
800.0,1369 1358 1412 1249 1360
801.0,1819 1822 1823 1831 1840
802.0,12508 12509 2476 2482 2485
804.0,300 89 466 461 257
805.0,9336 9340 9341 9343 5160
806.0,72 227 154 159 65
807.0,2099 379 9089 2088 2111
808.0,289 295 306 349 299
809.0,292 461 349 55 299
810.0,2302 2303 2306 2310 2311
812.0,813 503 917 2379 923
