userID,artistIDs
593.0,325 344 289 679 89
594.0,917 982 227 500 1358
595.0,918 1360 706 942 1372
596.0,997 441 1013 193 1713
598.0,295 701 67 306 302
601.0,17982 9045 9048 9064 15562
602.0,2573 2572 154 1858 190
603.0,154 227 207 234 229
604.0,292 55 466 461 318
605.0,424 190 65 173 1090
606.0,227 163 1131 173 234
607.0,8320 8326 2772 28 8319
608.0,9288 9290 9291 9292 9293
609.0,288 306 701 55 302
611.0,59 1014 3186 1713 159
612.0,288 292 55 295 67
613.0,227 154 65 424 735
614.0,1180 500 1044 830 498
616.0,706 1369 1358 1360 1412
617.0,289 300 701 306 285
618.0,4892 4244 4890 17424 17425
619.0,533 1048 1400 225 65
620.0,289 466 295 55 349
621.0,466 461 333 701 67
622.0,190 429 418 533 173
623.0,1412 707 562 607 1369
624.0,190 227 65 173 89
625.0,199 225 441 207 429
627.0,918 957 1350 1358 942
628.0,229 1090 227 173 228
629.0,207 533 190 562 234
631.0,424 220 163 173 226
632.0,299 679 344 523 686
633.0,190 412 500 486 198
634.0,461 288 289 466 291
635.0,154 163 1412 533 599
636.0,300 302 466 294 306
637.0,1412 1369 227 868 707
638.0,257 325 310 352 686
639.0,1405 10703 1029 4024 70
640.0,917 1358 735 707 1360
641.0,498 300 89 288 461
642.0,11885 582 8114 8126 5660
643.0,227 59 72 159 154
644.0,190 199 217 225 1418
645.0,67 89 55 289 292
646.0,289 701 291 349 464
647.0,227 59 225 199 72
649.0,810 978 923 488 821
650.0,173 65 154 300 59
