userID,artistIDs
1446.0,289 292 295 701 344
1447.0,292 701 306 67 349
1449.0,163 868 959 599 562
1450.0,498 540 687 209 1180
1451.0,333 701 291 67 349
1452.0,466 300 461 289 288
1453.0,302 291 55 299 257
1454.0,1019 999 1886 100 1713
1455.0,701 325 257 55 299
1456.0,1001 877 1014 193 998
1457.0,349 67 257 55 299
1458.0,300 292 466 701 302
1459.0,6945 6947 2330 2307 8429
1461.0,300 292 295 701 67
1462.0,461 306 498 291 349
1463.0,154 8579 8580 8581 6030
1464.0,154 72 229 65 377
1465.0,289 89 292 333 466
1466.0,292 466 701 306 310
1467.0,288 89 2523 333 295
1469.0,498 229 333 412 481
1470.0,227 225 217 3700 222
1471.0,288 89 333 291 349
1472.0,65 229 486 1104 378
1473.0,89 300 288 289 333
1474.0,2669 1965 154 772 603
1475.0,292 289 67 55 349
1476.0,292 302 701 306 679
1477.0,14739 15779 15780 15781 15782
1478.0,289 300 295 89 461
1479.0,1541 825 4937 815 809
1480.0,289 288 466 292 295
1481.0,424 65 227 716 154
1483.0,377 288 1672 461 292
1484.0,5600 4821 234 846 1974
1485.0,65 229 424 425 1090
1486.0,227 154 533 190 229
1488.0,918 707 1358 706 1369
1489.0,300 89 295 466 333
1490.0,830 810 978 1044 1180
1491.0,154 425 190 229 1398
1492.0,333 295 701 302 67
1493.0,2749 2769 10091 841 370
1494.0,89 67 289 300 288
1495.0,3286 6759 11611 763 7380
1496.0,51 159 187 173 599
1497.0,5297 3481 607 7057 7793
1498.0,59 429 154 227 11879
1499.0,5368 5370 5371 5372 5373
1500.0,1312 1292 1300 1321 4874
