userID,artistIDs
1728.0,159 51 1001 599 238
1729.0,227 199 429 217 190
1730.0,288 466 2093 333 498
1732.0,154 599 199 203 225
1733.0,918 706 1249 1369 1358
1734.0,289 300 701 466 67
1736.0,289 300 292 295 302
1737.0,14685 14686 14689 14690 14691
1740.0,64 1098 1745 65 72
1741.0,229 154 1090 89 65
1742.0,289 701 306 461 302
1743.0,1188 2426 2959 11294 2192
1744.0,3116 227 229 190 154
1745.0,779 805 2850 1868 1188
1746.0,227 190 65 173 207
1747.0,154 748 163 756 206
1748.0,300 89 333 289 378
1749.0,227 706 1412 163 735
1751.0,11606 6307 13629 16788 16789
1752.0,10547 2115 1919 11874 11877
1753.0,300 89 349 291 325
1754.0,918 1358 1412 163 706
1755.0,3694 3508 2593 1943 1202
1757.0,466 300 89 333 295
1759.0,978 1672 488 1145 475
1760.0,190 707 227 226 1412
1761.0,15921 15922 15924 1819 1822
1762.0,300 299 55 257 291
1764.0,1964 615 418 3691 199
1765.0,300 292 466 67 701
1766.0,701 302 306 299 257
1768.0,300 295 701 67 55
1769.0,89 333 295 701 67
1770.0,5232 5681 5682 3725 12840
1771.0,292 89 295 333 701
1772.0,227 190 424 65 229
1773.0,288 289 295 300 67
1774.0,498 412 4262 486 808
1775.0,3907 3908 3913 3917 3918
1776.0,295 701 302 306 344
1777.0,13186 13188 13191 13193 13194
1778.0,227 1090 228 225 203
1779.0,1533 188 10890 11613 16438
1780.0,461 89 302 544 294
1781.0,159 154 190 533 72
1782.0,289 300 288 89 292
1783.0,154 982 959 735 1249
1784.0,89 300 1246 540 288
1785.0,227 1090 533 228 418
1786.0,466 295 333 461 306
