userID,artistIDs
865.0,3474 918 3471 4165 952
868.0,1306 1012 8777 8779 8780
869.0,841 2379 843 953 954
870.0,707 2346 959 982 176
871.0,154 917 190 854 614
873.0,289 701 302 333 318
874.0,72 229 65 159 233
875.0,299 302 55 257 291
876.0,227 868 163 1412 562
877.0,1526 1356 1532 1274 707
878.0,679 302 306 349 680
881.0,498 229 5630 227 207
882.0,306 333 302 349 67
884.0,306 67 55 291 344
885.0,461 302 291 679 344
886.0,333 289 300 288 292
887.0,2965 1134 2006 920 6569
888.0,377 378 190 966 65
889.0,227 429 859 418 615
890.0,707 1372 1358 2790 952
891.0,1995 1996 1999 2007 2008
893.0,159 51 173 59 190
895.0,706 227 917 959 1358
896.0,15893 15894 15895 15896 15897
897.0,227 154 707 917 2006
898.0,300 466 302 333 291
899.0,470 6601 1198 1193 209
900.0,2086 3324 2102 1918 2111
903.0,837 943 834 2966 846
904.0,229 154 227 207 533
905.0,292 333 257 299 344
906.0,288 292 306 701 291
907.0,868 154 959 159 511
908.0,522 930 2 1711 34
909.0,498 333 378 300 230
910.0,288 67 300 466 302
911.0,295 701 461 302 55
912.0,1369 1358 176 2347 2787
913.0,424 227 228 1048 1400
914.0,4877 6872 3551 4873 37
915.0,424 5630 227 412 1545
916.0,701 302 291 306 299
917.0,227 190 207 424 229
919.0,173 229 424 199 225
920.0,816 498 779 536 486
921.0,227 220 267 1974 1249
922.0,190 173 81 227 159
924.0,11083 12404 12408 12409 260
925.0,159 190 65 429 163
926.0,6971 3551 4875 22 6659
