userID,artistID,weight
2.0,52.0,8.068133976575496
2.0,53.0,7.834164992994734
2.0,54.0,7.108792126495089
2.0,55.0,6.199832977893727
2.0,56.0,4.245950404096873
2.0,57.0,4.109986127502744
2.0,58.0,3.185843151058382
2.0,59.0,2.9932846070494374
2.0,60.0,2.862151548405353
2.0,62.0,2.6102380410101387
2.0,63.0,2.5777998633455494
2.0,64.0,2.514994029994962
2.0,65.0,2.4701327204588277
2.0,66.0,2.285856264364246
2.0,67.0,2.278264350442747
2.0,68.0,2.0201392771117597
2.0,69.0,1.8772732605889946
2.0,70.0,1.8538073448316321
2.0,72.0,1.8075656873097707
2.0,73.0,1.7834095975595445
2.0,74.0,1.7578731598235915
2.0,75.0,1.6543470608940514
2.0,76.0,1.6439944510010973
2.0,77.0,1.4631688648708339
2.0,78.0,1.4624786908779703
2.0,79.0,1.3734462457985657
2.0,80.0,1.361023113927021
2.0,82.0,1.2892450186692064
2.0,83.0,1.236791795211573
2.0,84.0,1.2009027475826657
2.0,85.0,1.1305050003105783
2.0,86.0,1.10013734462458
2.0,87.0,1.075981254874354
2.0,88.0,1.0718402109171723
2.0,89.0,1.0483742951598098
2.0,90.0,1.015245943502357
2.0,92.0,0.9738355039305409
2.0,93.0,0.9710748079590865
2.0,94.0,0.9476088922017241
2.0,95.0,0.9407071522730881
2.0,96.0,0.9262134984229524
2.0,97.0,0.9227626284586345
2.0,98.0,0.9193117584943165
2.0,99.0,0.9179314105085892
2.0,100.0,0.9075788006156352
3.0,102.0,9.667056074766354
3.0,103.0,7.199182242990654
3.0,104.0,6.293808411214953
3.0,105.0,5.884929906542056
3.0,106.0,5.169392523364486
3.0,107.0,3.9281542056074765
3.0,108.0,3.4462616822429903
3.0,109.0,3.139602803738318
3.0,110.0,3.139602803738318
3.0,112.0,2.8183411214953273
3.0,113.0,2.730724299065421
3.0,114.0,2.4386682242990654
3.0,115.0,2.3802570093457946
3.0,116.0,2.2488317757009346
3.0,117.0,2.2050233644859816
3.0,118.0,2.0735981308411215
3.0,119.0,2.0735981308411215
3.0,120.0,1.8253504672897196
3.0,122.0,1.5771028037383177
3.0,123.0,1.5186915887850467
3.0,124.0,1.4456775700934579
3.0,125.0,1.4310747663551402
3.0,126.0,1.3726635514018692
3.0,127.0,1.2996495327102804
3.0,128.0,1.2996495327102804
3.0,129.0,1.2558411214953271
3.0,130.0,1.2412383177570092
3.0,132.0,1.2120327102803738
3.0,133.0,1.2120327102803738
3.0,134.0,1.1244158878504673
3.0,135.0,1.1244158878504673
3.0,136.0,1.1098130841121494
3.0,137.0,1.0952102803738317
3.0,138.0,1.0514018691588785
3.0,139.0,1.0514018691588785
3.0,140.0,1.0367990654205608
3.0,142.0,1.0221962616822429
3.0,143.0,1.0221962616822429
3.0,144.0,1.0075934579439252
3.0,145.0,0.9929906542056074
3.0,146.0,0.9783878504672896
3.0,147.0,0.9783878504672896
3.0,148.0,0.9637850467289719
3.0,149.0,0.9637850467289719
3.0,150.0,0.9491822429906541
4.0,53.0,2.756459195563949
4.0,64.0,1.6876280789167035
4.0,65.0,1.2094667898903042
4.0,70.0,1.56306505404428
4.0,72.0,20.02250170771889
4.0,77.0,1.591192188692892
4.0,151.0,7.260818901434483
4.0,152.0,4.8539398079318525
4.0,153.0,3.628400369670912
4.0,155.0,3.1221119459959015
4.0,156.0,2.9854944348455015
4.0,157.0,2.941294651826255
4.0,158.0,2.9292401655482783
4.0,159.0,2.9091493550849843
4.0,160.0,2.8609314099730785
4.0,161.0,2.539478442560373
4.0,162.0,2.105516936553221
4.0,163.0,1.8684453730863502
4.0,165.0,1.7921002933258328
4.0,166.0,1.7880821312331738
4.0,167.0,1.6353919717121388
4.0,168.0,1.6233374854341625
4.0,169.0,1.5429742435809861
4.0,170.0,1.4706473259131274
4.0,171.0,1.4425201912645156
4.0,172.0,1.2416120866315747
4.0,173.0,1.173303331056375
4.0,175.0,1.1451761964077631
4.0,176.0,1.1411580343151044
4.0,177.0,1.1411580343151044
4.0,178.0,1.1210672238518102
4.0,179.0,1.060794792461928
4.0,180.0,1.0286494957206573
4.0,181.0,1.0246313336279984
4.0,182.0,1.0206131715353397
4.0,183.0,1.0165950094426808
4.0,185.0,0.9643589022381163
4.0,186.0,0.948286253867481
4.0,187.0,0.8960501466629164
4.0,188.0,0.8880138224775987
4.0,189.0,0.8438140394583518
4.0,190.0,0.8357777152730341
4.0,191.0,0.8116687427170812
4.0,192.0,0.7915779322537871
4.0,193.0,0.7755052838831519
5.0,154.0,7.344632768361582
5.0,173.0,2.002326354270522
5.0,182.0,1.844466600199402
5.0,190.0,6.862745098039216
5.0,194.0,6.455633100697907
5.0,195.0,5.591558657361249
5.0,196.0,5.151213027583915
5.0,197.0,3.755400465270854
5.0,198.0,3.747092057161848
5.0,200.0,2.799933532735128
5.0,201.0,2.5257560651379194
5.0,202.0,2.4759056164838817
5.0,203.0,2.384513127284812
5.0,204.0,2.3512794948487867
5.0,205.0,2.2848122299767364
5.0,206.0,2.2017281488866733
5.0,207.0,2.1518777002326352
5.0,208.0,2.11864406779661
5.0,210.0,1.9026254569624461
5.0,211.0,1.844466600199402
5.0,212.0,1.744765702891326
5.0,213.0,1.7364572947823196
5.0,214.0,1.719840478564307
5.0,215.0,1.6284479893652375
5.0,216.0,1.5952143569292123
5.0,217.0,1.5370555001661683
5.0,218.0,1.5287470920571617
5.0,220.0,1.4124293785310735
5.0,221.0,1.3376537055500166
5.0,222.0,1.3376537055500166
5.0,223.0,1.2379528082419409
5.0,224.0,1.188102359587903
5.0,225.0,1.1797939514788967
5.0,226.0,1.1548687271518776
5.0,227.0,1.1465603190428715
5.0,228.0,1.1465603190428715
5.0,230.0,1.138251910933865
5.0,231.0,1.113326686606846
5.0,232.0,1.10501827849784
5.0,233.0,1.080093054170821
5.0,234.0,1.0717846460618146
5.0,235.0,1.0717846460618146
5.0,236.0,1.0551678298438019
5.0,237.0,0.9803921568627451
5.0,238.0,0.9554669325357262
6.0,239.0,4.451682953311618
6.0,240.0,4.451682953311618
6.0,241.0,4.3431053203040175
6.0,242.0,4.017372421281216
6.0,243.0,3.691639522258415
6.0,244.0,3.5830618892508146
6.0,245.0,3.3659066232356136
6.0,246.0,3.3659066232356136
6.0,247.0,2.9315960912052117
6.0,249.0,2.6058631921824107
6.0,250.0,2.6058631921824107
6.0,251.0,2.6058631921824107
6.0,252.0,2.6058631921824107
6.0,253.0,2.49728555917481
6.0,254.0,2.1715526601520088
6.0,255.0,2.1715526601520088
6.0,256.0,2.0629750271444083
6.0,257.0,1.9543973941368076
6.0,259.0,1.9543973941368076
6.0,260.0,1.9543973941368076
6.0,261.0,1.9543973941368076
6.0,262.0,1.8458197611292075
6.0,263.0,1.8458197611292075
6.0,264.0,1.8458197611292075
6.0,265.0,1.8458197611292075
6.0,266.0,1.737242128121607
6.0,267.0,1.737242128121607
6.0,269.0,1.737242128121607
6.0,270.0,1.737242128121607
6.0,271.0,1.6286644951140066
6.0,272.0,1.6286644951140066
6.0,273.0,1.6286644951140066
6.0,274.0,1.6286644951140066
6.0,275.0,1.520086862106406
6.0,276.0,1.520086862106406
6.0,277.0,1.520086862106406
6.0,279.0,1.520086862106406
6.0,280.0,1.520086862106406
6.0,281.0,1.520086862106406
6.0,282.0,1.520086862106406
6.0,283.0,1.520086862106406
6.0,284.0,1.4115092290988056
6.0,285.0,1.4115092290988056
6.0,286.0,1.4115092290988056
6.0,287.0,1.4115092290988056
7.0,67.0,2.012486926758153
7.0,89.0,4.631889202294552
7.0,257.0,4.110544163787912
7.0,288.0,34.75422305327544
7.0,289.0,8.80423414572307
7.0,290.0,4.9646626311285775
7.0,291.0,4.261876842138624
7.0,292.0,3.3285266060279532
7.0,293.0,3.2160174943745443
7.0,295.0,2.2596900453205717
7.0,296.0,1.8667004722213418
7.0,297.0,1.4642030868697113
7.0,298.0,1.4277564732355086
7.0,299.0,1.4103254841061073
7.0,300.0,1.3841790004120051
7.0,301.0,1.2304693689981934
7.0,302.0,1.1805533546730897
7.0,303.0,1.1298450226602859
7.0,305.0,0.9262193769213704
7.0,306.0,0.9222577884828701
7.0,307.0,0.9206731531074699
7.0,308.0,0.8572877380914652
7.0,309.0,0.8137102652679619
7.0,310.0,0.7622096155674579
7.0,311.0,0.7606249801920578
7.0,312.0,0.7336861788102558
7.0,313.0,0.7130859189300542
7.0,315.0,0.6607929515418502
7.0,316.0,0.6409850093493488
7.0,317.0,0.6124615725921465
